order_id,customer_id,order_date,total_amount,order_level_payment_status,product_id,product_name,category,price,payment_id,payment_method,transaction_payment_status
836,102,2025-11-14 16:50:22,45.00,Paid,210,Running Shoes,Apparel,45.00,1136,PayPal,Completed
837,1041,2025-11-14 16:50:23,1200.00,Pending,201,Laptop,Electronics,1200.00,1137,PayPal,Pending
838,1021,2025-11-14 16:50:24,25.00,Pending,203,Casual T-Shirt,Apparel,25.00,1138,Bank Transfer,Pending
839,104,2025-11-14 16:50:25,45.00,Refunded,210,Running Shoes,Apparel,45.00,1139,Credit Card,Refunded
840,1021,2025-11-14 16:50:26,30.00,Pending,202,Wireless Mouse,Electronics,30.00,1140,Bank Transfer,Pending
841,1111,2025-11-14 16:50:27,10.00,Refunded,208,Reading Light,Books,10.00,1141,PayPal,Refunded
842,1110,2025-11-14 16:50:28,80.00,Paid,211,Blender,Home Goods,80.00,1142,PayPal,Completed
843,1110,2025-11-14 16:50:29,25.00,Pending,212,Yoga Mat,Sports,25.00,1143,Bank Transfer,Pending
844,1110,2025-11-14 16:50:30,120.00,Paid,209,Smartwatch,Electronics,120.00,1144,PayPal,Completed
845,1111,2025-11-14 16:50:31,80.00,Pending,211,Blender,Home Goods,80.00,1145,Bank Transfer,Pending
846,1111,2025-11-14 16:50:32,15.00,Paid,207,Sci-Fi Novel,Books,15.00,1146,Bank Transfer,Completed
847,1110,2025-11-14 16:50:33,45.00,Pending,210,Running Shoes,Apparel,45.00,1147,Bank Transfer,Pending
848,1111,2025-11-14 16:50:34,60.00,Pending,205,Mechanical Keyboard,Electronics,60.00,1148,PayPal,Pending
849,1110,2025-11-14 16:50:35,120.00,Paid,209,Smartwatch,Electronics,120.00,1149,PayPal,Completed
850,1110,2025-11-14 16:50:36,350.00,Paid,213,Gaming Monitor,Electronics,350.00,1150,Bank Transfer,Completed
851,1022,2025-11-14 16:50:11,15.00,Pending,207,Sci-Fi Novel,Books,15.00,1151,Credit Card,Pending
852,1021,2025-11-14 16:50:12,350.00,Refunded,213,Gaming Monitor,Electronics,350.00,1152,Credit Card,Refunded
853,1029,2025-11-14 16:50:13,25.00,Pending,203,Casual T-Shirt,Apparel,25.00,1153,Bank Transfer,Pending
854,1029,2025-11-14 16:50:14,15.00,Paid,207,Sci-Fi Novel,Books,15.00,1154,Bank Transfer,Completed
855,1064,2025-11-14 16:50:15,1200.00,Paid,201,Laptop,Electronics,1200.00,1155,PayPal,Completed
856,1020,2025-11-14 16:50:16,30.00,Paid,202,Wireless Mouse,Electronics,30.00,1156,Bank Transfer,Completed
857,1028,2025-11-14 16:50:17,25.00,Pending,212,Yoga Mat,Sports,25.00,1157,Credit Card,Pending
858,1035,2025-11-14 16:50:18,180.00,Pending,204,Noise-Cancelling Headphones,Electronics,180.00,1158,Credit Card,Pending
859,1084,2025-11-14 16:50:19,80.00,Refunded,211,Blender,Home Goods,80.00,1159,Bank Transfer,Refunded
860,1027,2025-11-14 16:50:20,45.00,Paid,210,Running Shoes,Apparel,45.00,1160,Bank Transfer,Completed
861,1051,2025-11-14 16:50:21,180.00,Paid,204,Noise-Cancelling Headphones,Electronics,180.00,1161,Credit Card,Completed
862,1011,2025-11-14 16:50:22,180.00,Paid,204,Noise-Cancelling Headphones,Electronics,180.00,1162,PayPal,Completed
863,106,2025-11-14 16:50:23,180.00,Pending,204,Noise-Cancelling Headphones,Electronics,180.00,1163,PayPal,Pending
864,1093,2025-11-14 16:50:24,10.00,Refunded,208,Reading Light,Books,10.00,1164,PayPal,Refunded
865,1084,2025-11-14 16:50:25,180.00,Paid,204,Noise-Cancelling Headphones,Electronics,180.00,1165,Credit Card,Completed
866,1025,2025-11-14 16:50:26,25.00,Refunded,203,Casual T-Shirt,Apparel,25.00,1166,Bank Transfer,Refunded
867,1043,2025-11-14 16:50:27,25.00,Paid,212,Yoga Mat,Sports,25.00,1167,Bank Transfer,Completed
868,1036,2025-11-14 16:50:28,30.00,Paid,202,Wireless Mouse,Electronics,30.00,1168,Credit Card,Completed
869,1025,2025-11-14 16:50:29,350.00,Paid,213,Gaming Monitor,Electronics,350.00,1169,PayPal,Completed
870,1087,2025-11-14 16:50:30,10.00,Pending,208,Reading Light,Books,10.00,1170,Credit Card,Pending
871,1114,2025-11-14 16:50:31,25.00,Refunded,212,Yoga Mat,Sports,25.00,1171,PayPal,Refunded
872,1113,2025-11-14 16:50:32,25.00,Pending,203,Casual T-Shirt,Apparel,25.00,1172,Bank Transfer,Pending
873,1112,2025-11-14 16:50:33,75.50,Refunded,206,Espresso Machine,Home Goods,75.50,1173,Credit Card,Refunded
874,1113,2025-11-14 16:50:34,180.00,Pending,204,Noise-Cancelling Headphones,Electronics,180.00,1174,PayPal,Pending
875,1114,2025-11-14 16:50:35,1200.00,Paid,201,Laptop,Electronics,1200.00,1175,PayPal,Completed
876,1112,2025-11-14 16:50:36,15.00,Paid,207,Sci-Fi Novel,Books,15.00,1176,PayPal,Completed
877,1113,2025-11-14 16:50:37,45.00,Paid,210,Running Shoes,Apparel,45.00,1177,Bank Transfer,Completed
878,1113,2025-11-14 16:50:38,25.00,Pending,212,Yoga Mat,Sports,25.00,1178,Credit Card,Pending
879,1113,2025-11-14 16:50:39,75.50,Paid,206,Espresso Machine,Home Goods,75.50,1179,Bank Transfer,Completed
880,1114,2025-11-14 16:50:40,30.00,Pending,202,Wireless Mouse,Electronics,30.00,1180,Bank Transfer,Pending
881,1079,2025-11-14 16:51:01,80.00,Pending,211,Blender,Home Goods,80.00,1181,PayPal,Pending
882,1113,2025-11-14 16:51:02,25.00,Paid,203,Casual T-Shirt,Apparel,25.00,1182,Credit Card,Completed
883,1044,2025-11-14 16:51:03,120.00,Pending,209,Smartwatch,Electronics,120.00,1183,Credit Card,Pending
884,1091,2025-11-14 16:51:04,10.00,Paid,208,Reading Light,Books,10.00,1184,Bank Transfer,Completed
885,1091,2025-11-14 16:51:05,350.00,Pending,213,Gaming Monitor,Electronics,350.00,1185,Bank Transfer,Pending
886,1048,2025-11-14 16:51:06,80.00,Paid,211,Blender,Home Goods,80.00,1186,PayPal,Completed
887,1042,2025-11-14 16:51:07,350.00,Paid,213,Gaming Monitor,Electronics,350.00,1187,PayPal,Completed
888,1030,2025-11-14 16:51:08,180.00,Pending,204,Noise-Cancelling Headphones,Electronics,180.00,1188,PayPal,Pending
889,1074,2025-11-14 16:51:09,120.00,Pending,209,Smartwatch,Electronics,120.00,1189,Bank Transfer,Pending
890,1106,2025-11-14 16:51:10,1200.00,Paid,201,Laptop,Electronics,1200.00,1190,Credit Card,Completed
891,1087,2025-11-14 16:51:11,60.00,Paid,205,Mechanical Keyboard,Electronics,60.00,1191,PayPal,Completed
892,1094,2025-11-14 16:51:12,30.00,Pending,202,Wireless Mouse,Electronics,30.00,1192,Bank Transfer,Pending
893,1084,2025-11-14 16:51:13,25.00,Pending,212,Yoga Mat,Sports,25.00,1193,PayPal,Pending
894,1112,2025-11-14 16:51:14,25.00,Paid,212,Yoga Mat,Sports,25.00,1194,PayPal,Completed
895,1085,2025-11-14 16:51:15,60.00,Pending,205,Mechanical Keyboard,Electronics,60.00,1195,PayPal,Pending
896,1040,2025-11-14 16:51:16,10.00,Pending,208,Reading Light,Books,10.00,1196,PayPal,Pending
897,106,2025-11-14 16:51:17,80.00,Pending,211,Blender,Home Goods,80.00,1197,Credit Card,Pending
898,1074,2025-11-14 16:51:18,25.00,Paid,203,Casual T-Shirt,Apparel,25.00,1198,Credit Card,Completed
899,1092,2025-11-14 16:51:19,25.00,Refunded,203,Casual T-Shirt,Apparel,25.00,1199,Credit Card,Refunded
900,1086,2025-11-14 16:51:20,10.00,Paid,208,Reading Light,Books,10.00,1200,Credit Card,Completed
901,1115,2025-11-14 16:51:21,120.00,Refunded,209,Smartwatch,Electronics,120.00,1201,PayPal,Refunded
902,1116,2025-11-14 16:51:22,80.00,Paid,211,Blender,Home Goods,80.00,1202,Bank Transfer,Completed
903,1116,2025-11-14 16:51:23,25.00,Paid,212,Yoga Mat,Sports,25.00,1203,Bank Transfer,Completed
904,1115,2025-11-14 16:51:24,350.00,Pending,213,Gaming Monitor,Electronics,350.00,1204,PayPal,Pending
905,1115,2025-11-14 16:51:25,1200.00,Paid,201,Laptop,Electronics,1200.00,1205,PayPal,Completed
906,1115,2025-11-14 16:51:26,120.00,Paid,209,Smartwatch,Electronics,120.00,1206,Bank Transfer,Completed
907,1115,2025-11-14 16:51:27,25.00,Paid,212,Yoga Mat,Sports,25.00,1207,Bank Transfer,Completed
908,1115,2025-11-14 16:51:28,120.00,Pending,209,Smartwatch,Electronics,120.00,1208,Credit Card,Pending
909,1115,2025-11-14 16:51:29,10.00,Paid,208,Reading Light,Books,10.00,1209,PayPal,Completed
910,1116,2025-11-14 16:51:30,60.00,Paid,205,Mechanical Keyboard,Electronics,60.00,1210,PayPal,Completed
911,1023,2025-11-14 16:54:00,60.00,Refunded,205,Mechanical Keyboard,Electronics,60.00,1211,Bank Transfer,Refunded
912,1084,2025-11-14 16:54:01,80.00,Refunded,211,Blender,Home Goods,80.00,1212,Credit Card,Refunded
913,1003,2025-11-14 16:54:02,45.00,Pending,210,Running Shoes,Apparel,45.00,1213,Credit Card,Pending
914,1114,2025-11-14 16:54:03,30.00,Refunded,202,Wireless Mouse,Electronics,30.00,1214,Bank Transfer,Refunded
915,1043,2025-11-14 16:54:04,350.00,Refunded,213,Gaming Monitor,Electronics,350.00,1215,Credit Card,Refunded
916,1039,2025-11-14 16:54:05,10.00,Pending,208,Reading Light,Books,10.00,1216,PayPal,Pending
917,1039,2025-11-14 16:54:06,25.00,Refunded,203,Casual T-Shirt,Apparel,25.00,1217,PayPal,Refunded
918,1045,2025-11-14 16:54:07,180.00,Pending,204,Noise-Cancelling Headphones,Electronics,180.00,1218,Credit Card,Pending
919,1093,2025-11-14 16:54:08,120.00,Pending,209,Smartwatch,Electronics,120.00,1219,Credit Card,Pending
920,1062,2025-11-14 16:54:09,25.00,Refunded,203,Casual T-Shirt,Apparel,25.00,1220,PayPal,Refunded
921,1098,2025-11-14 16:54:10,10.00,Refunded,208,Reading Light,Books,10.00,1221,Credit Card,Refunded
922,104,2025-11-14 16:54:11,45.00,Pending,210,Running Shoes,Apparel,45.00,1222,Credit Card,Pending
923,1095,2025-11-14 16:54:12,80.00,Paid,211,Blender,Home Goods,80.00,1223,PayPal,Completed
924,1054,2025-11-14 16:54:13,1200.00,Pending,201,Laptop,Electronics,1200.00,1224,Bank Transfer,Pending
925,1063,2025-11-14 16:54:14,60.00,Paid,205,Mechanical Keyboard,Electronics,60.00,1225,Credit Card,Completed
926,1112,2025-11-14 16:54:15,75.50,Refunded,206,Espresso Machine,Home Goods,75.50,1226,Credit Card,Refunded
927,1057,2025-11-14 16:54:16,180.00,Pending,204,Noise-Cancelling Headphones,Electronics,180.00,1227,Credit Card,Pending
928,1063,2025-11-14 16:54:17,80.00,Refunded,211,Blender,Home Goods,80.00,1228,PayPal,Refunded
929,1070,2025-11-14 16:54:18,25.00,Paid,212,Yoga Mat,Sports,25.00,1229,PayPal,Completed
930,1095,2025-11-14 16:54:19,45.00,Refunded,210,Running Shoes,Apparel,45.00,1230,PayPal,Refunded
931,1119,2025-11-14 16:54:20,350.00,Pending,213,Gaming Monitor,Electronics,350.00,1231,Credit Card,Pending
932,1119,2025-11-14 16:54:21,25.00,Paid,203,Casual T-Shirt,Apparel,25.00,1232,Credit Card,Completed
933,1117,2025-11-14 16:54:22,10.00,Refunded,208,Reading Light,Books,10.00,1233,Bank Transfer,Refunded
934,1119,2025-11-14 16:54:23,1200.00,Paid,201,Laptop,Electronics,1200.00,1234,Bank Transfer,Completed
935,1119,2025-11-14 16:54:24,60.00,Pending,205,Mechanical Keyboard,Electronics,60.00,1235,Credit Card,Pending
936,1117,2025-11-14 16:54:25,350.00,Pending,213,Gaming Monitor,Electronics,350.00,1236,Credit Card,Pending
937,1117,2025-11-14 16:54:26,25.00,Pending,212,Yoga Mat,Sports,25.00,1237,PayPal,Pending
938,1117,2025-11-14 16:54:27,25.00,Refunded,212,Yoga Mat,Sports,25.00,1238,Credit Card,Refunded
939,1118,2025-11-14 16:54:28,350.00,Pending,213,Gaming Monitor,Electronics,350.00,1239,Credit Card,Pending
940,1117,2025-11-14 16:54:29,25.00,Pending,203,Casual T-Shirt,Apparel,25.00,1240,PayPal,Pending
941,1094,2025-11-14 16:57:01,45.00,Paid,210,Running Shoes,Apparel,45.00,1241,PayPal,Completed
942,1114,2025-11-14 16:57:02,60.00,Refunded,205,Mechanical Keyboard,Electronics,60.00,1242,Bank Transfer,Refunded
943,1028,2025-11-14 16:57:03,180.00,Refunded,204,Noise-Cancelling Headphones,Electronics,180.00,1243,Bank Transfer,Refunded
944,110,2025-11-14 16:57:04,120.00,Refunded,209,Smartwatch,Electronics,120.00,1244,Credit Card,Refunded
945,102,2025-11-14 16:57:05,120.00,Refunded,209,Smartwatch,Electronics,120.00,1245,Bank Transfer,Refunded
946,1048,2025-11-14 16:57:06,30.00,Paid,202,Wireless Mouse,Electronics,30.00,1246,Bank Transfer,Completed
947,1067,2025-11-14 16:57:07,30.00,Pending,202,Wireless Mouse,Electronics,30.00,1247,Bank Transfer,Pending
948,1059,2025-11-14 16:57:08,25.00,Paid,203,Casual T-Shirt,Apparel,25.00,1248,PayPal,Completed
949,1107,2025-11-14 16:57:09,180.00,Pending,204,Noise-Cancelling Headphones,Electronics,180.00,1249,PayPal,Pending
950,1105,2025-11-14 16:57:10,350.00,Refunded,213,Gaming Monitor,Electronics,350.00,1250,PayPal,Refunded
951,1033,2025-11-14 16:57:11,25.00,Paid,212,Yoga Mat,Sports,25.00,1251,PayPal,Completed
952,1119,2025-11-14 16:57:12,350.00,Refunded,213,Gaming Monitor,Electronics,350.00,1252,PayPal,Refunded
953,104,2025-11-14 16:57:13,25.00,Pending,212,Yoga Mat,Sports,25.00,1253,PayPal,Pending
954,1103,2025-11-14 16:57:14,25.00,Pending,212,Yoga Mat,Sports,25.00,1254,Bank Transfer,Pending
955,1113,2025-11-14 16:57:15,350.00,Pending,213,Gaming Monitor,Electronics,350.00,1255,PayPal,Pending
956,109,2025-11-14 16:57:16,25.00,Pending,203,Casual T-Shirt,Apparel,25.00,1256,PayPal,Pending
957,1110,2025-11-14 16:57:17,75.50,Paid,206,Espresso Machine,Home Goods,75.50,1257,Bank Transfer,Completed
958,108,2025-11-14 16:57:18,75.50,Paid,206,Espresso Machine,Home Goods,75.50,1258,Bank Transfer,Completed
959,1103,2025-11-14 16:57:19,80.00,Pending,211,Blender,Home Goods,80.00,1259,PayPal,Pending
960,1034,2025-11-14 16:57:20,80.00,Pending,211,Blender,Home Goods,80.00,1260,Credit Card,Pending
961,1120,2025-11-14 16:57:21,350.00,Paid,213,Gaming Monitor,Electronics,350.00,1261,Credit Card,Completed
962,1120,2025-11-14 16:57:22,1200.00,Pending,201,Laptop,Electronics,1200.00,1262,Credit Card,Pending
963,1120,2025-11-14 16:57:23,1200.00,Pending,201,Laptop,Electronics,1200.00,1263,Bank Transfer,Pending
964,1120,2025-11-14 16:57:24,350.00,Paid,213,Gaming Monitor,Electronics,350.00,1264,Bank Transfer,Completed
965,1120,2025-11-14 16:57:25,350.00,Refunded,213,Gaming Monitor,Electronics,350.00,1265,PayPal,Refunded
966,1120,2025-11-14 16:57:26,15.00,Paid,207,Sci-Fi Novel,Books,15.00,1266,PayPal,Completed
967,1121,2025-11-14 16:57:27,30.00,Paid,202,Wireless Mouse,Electronics,30.00,1267,PayPal,Completed
968,1120,2025-11-14 16:57:28,180.00,Paid,204,Noise-Cancelling Headphones,Electronics,180.00,1268,PayPal,Completed
969,1120,2025-11-14 16:57:29,1200.00,Refunded,201,Laptop,Electronics,1200.00,1269,PayPal,Refunded
970,1120,2025-11-14 16:57:30,120.00,Paid,209,Smartwatch,Electronics,120.00,1270,Bank Transfer,Completed
971,1032,2025-11-14 17:00:00,25.00,Refunded,203,Casual T-Shirt,Apparel,25.00,1271,Bank Transfer,Refunded
972,101,2025-11-14 17:00:01,350.00,Refunded,213,Gaming Monitor,Electronics,350.00,1272,Bank Transfer,Refunded
973,1039,2025-11-14 17:00:02,80.00,Paid,211,Blender,Home Goods,80.00,1273,Credit Card,Completed
974,1085,2025-11-14 17:00:03,45.00,Refunded,210,Running Shoes,Apparel,45.00,1274,Credit Card,Refunded
975,1091,2025-11-14 17:00:04,120.00,Paid,209,Smartwatch,Electronics,120.00,1275,Credit Card,Completed
976,1110,2025-11-14 17:00:05,25.00,Refunded,212,Yoga Mat,Sports,25.00,1276,Credit Card,Refunded
977,1012,2025-11-14 17:00:06,1200.00,Refunded,201,Laptop,Electronics,1200.00,1277,Credit Card,Refunded
978,1046,2025-11-14 17:00:07,25.00,Pending,203,Casual T-Shirt,Apparel,25.00,1278,PayPal,Pending
979,1105,2025-11-14 17:00:08,60.00,Paid,205,Mechanical Keyboard,Electronics,60.00,1279,PayPal,Completed
980,1118,2025-11-14 17:00:09,60.00,Paid,205,Mechanical Keyboard,Electronics,60.00,1280,PayPal,Completed
981,101,2025-11-14 17:00:10,15.00,Paid,207,Sci-Fi Novel,Books,15.00,1281,Credit Card,Completed
982,1101,2025-11-14 17:00:11,25.00,Paid,212,Yoga Mat,Sports,25.00,1282,PayPal,Completed
983,1085,2025-11-14 17:00:12,120.00,Paid,209,Smartwatch,Electronics,120.00,1283,Bank Transfer,Completed
984,1120,2025-11-14 17:00:13,1200.00,Refunded,201,Laptop,Electronics,1200.00,1284,PayPal,Refunded
985,1112,2025-11-14 17:00:14,120.00,Refunded,209,Smartwatch,Electronics,120.00,1285,Bank Transfer,Refunded
986,1049,2025-11-14 17:00:15,60.00,Refunded,205,Mechanical Keyboard,Electronics,60.00,1286,Bank Transfer,Refunded
987,1041,2025-11-14 17:00:16,45.00,Pending,210,Running Shoes,Apparel,45.00,1287,Credit Card,Pending
988,1030,2025-11-14 17:00:17,60.00,Paid,205,Mechanical Keyboard,Electronics,60.00,1288,PayPal,Completed
989,1027,2025-11-14 17:00:18,350.00,Refunded,213,Gaming Monitor,Electronics,350.00,1289,Credit Card,Refunded
990,106,2025-11-14 17:00:19,25.00,Refunded,203,Casual T-Shirt,Apparel,25.00,1290,Bank Transfer,Refunded
991,1122,2025-11-14 17:00:20,350.00,Refunded,213,Gaming Monitor,Electronics,350.00,1291,Bank Transfer,Refunded
992,1124,2025-11-14 17:00:21,1200.00,Pending,201,Laptop,Electronics,1200.00,1292,Credit Card,Pending
993,1124,2025-11-14 17:00:22,75.50,Pending,206,Espresso Machine,Home Goods,75.50,1293,Credit Card,Pending
994,1123,2025-11-14 17:00:23,180.00,Paid,204,Noise-Cancelling Headphones,Electronics,180.00,1294,PayPal,Completed
995,1123,2025-11-14 17:00:24,25.00,Pending,212,Yoga Mat,Sports,25.00,1295,PayPal,Pending
996,1123,2025-11-14 17:00:25,30.00,Paid,202,Wireless Mouse,Electronics,30.00,1296,PayPal,Completed
997,1124,2025-11-14 17:00:26,1200.00,Pending,201,Laptop,Electronics,1200.00,1297,Credit Card,Pending
998,1123,2025-11-14 17:00:27,180.00,Refunded,204,Noise-Cancelling Headphones,Electronics,180.00,1298,Credit Card,Refunded
999,1124,2025-11-14 17:00:28,15.00,Paid,207,Sci-Fi Novel,Books,15.00,1299,Bank Transfer,Completed
1000,1122,2025-11-14 17:00:29,180.00,Paid,204,Noise-Cancelling Headphones,Electronics,180.00,1300,PayPal,Completed
1001,1041,2025-11-14 17:03:00,60.00,Pending,205,Mechanical Keyboard,Electronics,60.00,1301,PayPal,Pending
1002,1035,2025-11-14 17:03:01,15.00,Pending,207,Sci-Fi Novel,Books,15.00,1302,Bank Transfer,Pending
1003,102,2025-11-14 17:03:02,15.00,Pending,207,Sci-Fi Novel,Books,15.00,1303,Bank Transfer,Pending
1004,1083,2025-11-14 17:03:03,25.00,Pending,203,Casual T-Shirt,Apparel,25.00,1304,Bank Transfer,Pending
1005,1093,2025-11-14 17:03:04,350.00,Pending,213,Gaming Monitor,Electronics,350.00,1305,Bank Transfer,Pending
1006,1081,2025-11-14 17:03:05,80.00,Pending,211,Blender,Home Goods,80.00,1306,Bank Transfer,Pending
1007,1052,2025-11-14 17:03:06,1200.00,Pending,201,Laptop,Electronics,1200.00,1307,Bank Transfer,Pending
1008,1108,2025-11-14 17:03:07,15.00,Refunded,207,Sci-Fi Novel,Books,15.00,1308,PayPal,Refunded
1009,1047,2025-11-14 17:03:08,120.00,Paid,209,Smartwatch,Electronics,120.00,1309,Credit Card,Completed
1010,1008,2025-11-14 17:03:09,80.00,Refunded,211,Blender,Home Goods,80.00,1310,PayPal,Refunded
1011,1109,2025-11-14 17:03:10,60.00,Pending,205,Mechanical Keyboard,Electronics,60.00,1311,Bank Transfer,Pending
1012,1082,2025-11-14 17:03:11,25.00,Pending,203,Casual T-Shirt,Apparel,25.00,1312,Bank Transfer,Pending
1013,1086,2025-11-14 17:03:12,45.00,Refunded,210,Running Shoes,Apparel,45.00,1313,Bank Transfer,Refunded
1014,1080,2025-11-14 17:03:13,45.00,Pending,210,Running Shoes,Apparel,45.00,1314,PayPal,Pending
1015,1026,2025-11-14 17:03:14,60.00,Refunded,205,Mechanical Keyboard,Electronics,60.00,1315,PayPal,Refunded
1016,1120,2025-11-14 17:03:15,80.00,Paid,211,Blender,Home Goods,80.00,1316,PayPal,Completed
1017,1052,2025-11-14 17:03:16,10.00,Paid,208,Reading Light,Books,10.00,1317,Bank Transfer,Completed
1018,1029,2025-11-14 17:03:17,1200.00,Refunded,201,Laptop,Electronics,1200.00,1318,PayPal,Refunded
1019,1015,2025-11-14 17:03:18,45.00,Refunded,210,Running Shoes,Apparel,45.00,1319,Credit Card,Refunded
1020,102,2025-11-14 17:03:19,45.00,Paid,210,Running Shoes,Apparel,45.00,1320,PayPal,Completed
1021,1125,2025-11-14 17:03:20,30.00,Refunded,202,Wireless Mouse,Electronics,30.00,1321,PayPal,Refunded
1022,1126,2025-11-14 17:03:21,25.00,Pending,203,Casual T-Shirt,Apparel,25.00,1322,PayPal,Pending
1023,1126,2025-11-14 17:03:22,15.00,Refunded,207,Sci-Fi Novel,Books,15.00,1323,Credit Card,Refunded
1024,1125,2025-11-14 17:03:23,45.00,Refunded,210,Running Shoes,Apparel,45.00,1324,PayPal,Refunded
1025,1125,2025-11-14 17:03:24,30.00,Pending,202,Wireless Mouse,Electronics,30.00,1325,Credit Card,Pending
1026,1126,2025-11-14 17:03:25,15.00,Paid,207,Sci-Fi Novel,Books,15.00,1326,Bank Transfer,Completed
1027,1126,2025-11-14 17:03:26,80.00,Paid,211,Blender,Home Goods,80.00,1327,PayPal,Completed
1028,1125,2025-11-14 17:03:27,30.00,Refunded,202,Wireless Mouse,Electronics,30.00,1328,Bank Transfer,Refunded
1029,1126,2025-11-14 17:03:28,60.00,Pending,205,Mechanical Keyboard,Electronics,60.00,1329,Credit Card,Pending
1030,1125,2025-11-14 17:03:29,15.00,Pending,207,Sci-Fi Novel,Books,15.00,1330,Bank Transfer,Pending
1031,1040,2025-11-14 17:06:02,45.00,Refunded,210,Running Shoes,Apparel,45.00,1331,PayPal,Refunded
1032,1083,2025-11-14 17:06:03,10.00,Refunded,208,Reading Light,Books,10.00,1332,Bank Transfer,Refunded
1033,1056,2025-11-14 17:06:04,80.00,Paid,211,Blender,Home Goods,80.00,1333,Credit Card,Completed
1034,1049,2025-11-14 17:06:05,120.00,Paid,209,Smartwatch,Electronics,120.00,1334,Bank Transfer,Completed
1035,1060,2025-11-14 17:06:06,75.50,Refunded,206,Espresso Machine,Home Goods,75.50,1335,PayPal,Refunded
1036,1089,2025-11-14 17:06:07,350.00,Pending,213,Gaming Monitor,Electronics,350.00,1336,Bank Transfer,Pending
1037,1079,2025-11-14 17:06:08,45.00,Pending,210,Running Shoes,Apparel,45.00,1337,Bank Transfer,Pending
1038,1032,2025-11-14 17:06:09,25.00,Paid,203,Casual T-Shirt,Apparel,25.00,1338,PayPal,Completed
1039,1053,2025-11-14 17:06:10,350.00,Pending,213,Gaming Monitor,Electronics,350.00,1339,Credit Card,Pending
1040,1126,2025-11-14 17:06:11,1200.00,Pending,201,Laptop,Electronics,1200.00,1340,Bank Transfer,Pending
1041,1105,2025-11-14 17:06:12,1200.00,Pending,201,Laptop,Electronics,1200.00,1341,PayPal,Pending
1042,1016,2025-11-14 17:06:13,120.00,Paid,209,Smartwatch,Electronics,120.00,1342,PayPal,Completed
1043,105,2025-11-14 17:06:14,30.00,Paid,202,Wireless Mouse,Electronics,30.00,1343,PayPal,Completed
1044,108,2025-11-14 17:06:15,45.00,Refunded,210,Running Shoes,Apparel,45.00,1344,Credit Card,Refunded
1045,1104,2025-11-14 17:06:16,45.00,Refunded,210,Running Shoes,Apparel,45.00,1345,Bank Transfer,Refunded
1046,1041,2025-11-14 17:06:17,25.00,Pending,212,Yoga Mat,Sports,25.00,1346,PayPal,Pending
1047,1078,2025-11-14 17:06:18,15.00,Pending,207,Sci-Fi Novel,Books,15.00,1347,Credit Card,Pending
1048,1009,2025-11-14 17:06:19,1200.00,Refunded,201,Laptop,Electronics,1200.00,1348,Credit Card,Refunded
1049,1007,2025-11-14 17:06:20,180.00,Pending,204,Noise-Cancelling Headphones,Electronics,180.00,1349,Bank Transfer,Pending
1050,1096,2025-11-14 17:06:21,80.00,Paid,211,Blender,Home Goods,80.00,1350,Bank Transfer,Completed
1051,1129,2025-11-14 17:06:22,1200.00,Pending,201,Laptop,Electronics,1200.00,1351,PayPal,Pending
1052,1128,2025-11-14 17:06:23,25.00,Paid,203,Casual T-Shirt,Apparel,25.00,1352,Credit Card,Completed
1053,1127,2025-11-14 17:06:24,80.00,Pending,211,Blender,Home Goods,80.00,1353,PayPal,Pending
1054,1129,2025-11-14 17:06:25,350.00,Refunded,213,Gaming Monitor,Electronics,350.00,1354,Bank Transfer,Refunded
1055,1127,2025-11-14 17:06:26,60.00,Refunded,205,Mechanical Keyboard,Electronics,60.00,1355,Credit Card,Refunded
1056,1128,2025-11-14 17:06:27,25.00,Pending,203,Casual T-Shirt,Apparel,25.00,1356,Bank Transfer,Pending
1057,1127,2025-11-14 17:06:28,45.00,Refunded,210,Running Shoes,Apparel,45.00,1357,Credit Card,Refunded
1058,1128,2025-11-14 17:06:29,15.00,Paid,207,Sci-Fi Novel,Books,15.00,1358,PayPal,Completed
1059,1127,2025-11-14 17:06:30,80.00,Paid,211,Blender,Home Goods,80.00,1359,Credit Card,Completed
1060,1129,2025-11-14 17:06:31,75.50,Pending,206,Espresso Machine,Home Goods,75.50,1360,PayPal,Pending
1061,1018,2025-11-14 17:09:01,80.00,Pending,211,Blender,Home Goods,80.00,1361,PayPal,Pending
1062,1110,2025-11-14 17:09:02,80.00,Pending,211,Blender,Home Goods,80.00,1362,Bank Transfer,Pending
1063,1018,2025-11-14 17:09:03,350.00,Refunded,213,Gaming Monitor,Electronics,350.00,1363,Bank Transfer,Refunded
1064,1119,2025-11-14 17:09:04,180.00,Paid,204,Noise-Cancelling Headphones,Electronics,180.00,1364,PayPal,Completed
1065,1047,2025-11-14 17:09:05,120.00,Pending,209,Smartwatch,Electronics,120.00,1365,Credit Card,Pending
1066,1026,2025-11-14 17:09:06,10.00,Paid,208,Reading Light,Books,10.00,1366,Credit Card,Completed
1067,1045,2025-11-14 17:09:07,180.00,Pending,204,Noise-Cancelling Headphones,Electronics,180.00,1367,Bank Transfer,Pending
1068,1028,2025-11-14 17:09:08,15.00,Pending,207,Sci-Fi Novel,Books,15.00,1368,PayPal,Pending
1069,1059,2025-11-14 17:09:09,30.00,Refunded,202,Wireless Mouse,Electronics,30.00,1369,Bank Transfer,Refunded
